url,favs_lognorm
https://habrahabr.ru/post/314080/,0.4396886349090836
https://habrahabr.ru/company/plesk/blog/313732/,-1.0907131653329691
https://habrahabr.ru/company/etagi/blog/314000/,0.6578190287458995
https://habrahabr.ru/company/knopka/blog/314030/,0.5167605889307756
https://geektimes.ru/company/audiomania/blog/282058/,1.1498546009418233
https://habrahabr.ru/company/pechkin/blog/314066/,0.280373868710949
https://habrahabr.ru/company/first/blog/314106/,0.5358861276266651
https://habrahabr.ru/company/vasexperts/blog/313558/,0.23403802551222988
https://habrahabr.ru/post/314108/,1.6699578218983273
https://habrahabr.ru/company/cbs/blog/313830/,0.24111980152953383
https://habrahabr.ru/company/jugru/blog/313908/,0.22324667008954843
https://habrahabr.ru/post/314110/,0.3630813411711985
https://habrahabr.ru/company/pt/blog/314112/,0.019485136500829336
https://habrahabr.ru/company/solarsecurity/blog/312056/,0.07364031296029175
https://habrahabr.ru/post/314114/,0.7923042023124012
https://habrahabr.ru/post/314118/,1.3123715596362893
https://habrahabr.ru/post/314122/,0.5291586692301812
https://geektimes.ru/company/dadget/blog/281786/,0.12426489265807023
https://habrahabr.ru/company/kickidler/blog/314042/,-0.44741844572865064
https://habrahabr.ru/company/it-grad/blog/312042/,-0.11000772367913941
https://habrahabr.ru/company/1cloud/blog/314022/,-0.24770456604573554
https://habrahabr.ru/post/314126/,-0.6504808383381292
https://habrahabr.ru/post/313966/,0.4401680103255002
https://habrahabr.ru/company/piter/blog/314120/,0.45663636423973253
https://geektimes.ru/post/282094/,0.14098433702092938
https://habrahabr.ru/company/regionsoft/blog/314130/,-0.33259177149059227
https://habrahabr.ru/company/ru_mts/blog/314134/,0.36979525056342266
https://habrahabr.ru/post/314028/,0.6625030189667995
https://habrahabr.ru/post/314136/,-0.1650551097270258
https://habrahabr.ru/post/313904/,0.29579004161352485
https://habrahabr.ru/post/314140/,0.5789200023068861
https://habrahabr.ru/company/acronis/blog/309688/,-0.006506629054539914
https://geektimes.ru/post/282096/,-0.4163727985659391
https://habrahabr.ru/post/314142/,0.06118069334336029
https://habrahabr.ru/company/ivideon/blog/314138/,0.19538779152153152
https://geektimes.ru/post/282104/,0.33437750618050843
https://geektimes.ru/post/282102/,-0.293878136699981
https://geektimes.ru/post/282016/,-0.07090476608544938
https://geektimes.ru/company/piter/blog/282106/,0.31957594983064164
https://habrahabr.ru/post/314150/,0.28910678126121536
https://habrahabr.ru/company/mailru/blog/313880/,1.264763764343357
https://geektimes.ru/company/comfortway/blog/282108/,-0.09966671082930945
https://habrahabr.ru/company/erlyvideo/blog/314146/,-0.17601489227072847
https://geektimes.ru/company/atlasbiomed/blog/282110/,0.3041750632226761
https://habrahabr.ru/company/npl/blog/314160/,0.08806864021926694
https://habrahabr.ru/company/edison/blog/314094/,-0.22699812139064857
https://geektimes.ru/post/282112/,-0.5136924303584227
https://habrahabr.ru/company/ruvds/blog/314166/,0.428598839461563
https://geektimes.ru/company/gearbest/blog/282114/,0.06322290514984358
https://habrahabr.ru/post/314172/,0.8813229033559467
https://geektimes.ru/post/282116/,0.4789168432756562
https://geektimes.ru/company/intel/blog/282026/,0.20312163831207414
https://habrahabr.ru/post/313776/,1.772226112017993
https://habrahabr.ru/post/314174/,0.23690795990933003
https://geektimes.ru/post/282118/,1.1007849234402285
https://geektimes.ru/post/282122/,0.5826094315652266
https://habrahabr.ru/company/FastVPS/blog/314178/,-0.4804403170803875
https://habrahabr.ru/post/314180/,0.5506733836011423
https://geektimes.ru/post/282446/,0.4399049525824289
https://habrahabr.ru/post/314184/,1.0068029270994818
https://habrahabr.ru/post/313954/,-0.6475702942655479
https://habrahabr.ru/post/314186/,0.7935613316613197
https://geektimes.ru/post/282124/,-0.43148869377750965
https://habrahabr.ru/post/314190/,-1.167210220183061
https://geektimes.ru/company/madrobots/blog/282126/,0.5985516964039017
https://habrahabr.ru/post/314188/,-0.04367529109070867
https://geektimes.ru/post/282128/,0.5402113414893794
https://habrahabr.ru/post/314194/,0.47221593234138504
https://geektimes.ru/post/282132/,-1.007257713666601
https://habrahabr.ru/post/314208/,0.3224709520894417
https://habrahabr.ru/post/312352/,0.019618954291419854
https://habrahabr.ru/post/314202/,0.11172676113086943
https://habrahabr.ru/post/314210/,1.1679794323928163
https://geektimes.ru/post/282130/,0.522762814343984
https://habrahabr.ru/company/centosadmin/blog/314212/,0.03040094845658975
https://habrahabr.ru/post/314116/,0.13834221277605896
https://geektimes.ru/post/282120/,0.39790084868983655
https://habrahabr.ru/post/313392/,0.9462063902296965
https://habrahabr.ru/company/pt/blog/314216/,-0.11218917370345566
https://habrahabr.ru/company/skbkontur/blog/314144/,0.4940010982579335
https://habrahabr.ru/company/nixsolutions/blog/314196/,-0.3280869067985823
https://geektimes.ru/post/282056/,-0.2424836760923601
https://habrahabr.ru/company/yandex/blog/314222/,0.6868691883594638
https://habrahabr.ru/company/pvs-studio/blog/314226/,0.047007440988151905
https://habrahabr.ru/post/314232/,0.7700717939686631
https://habrahabr.ru/company/e-Legion/blog/314170/,0.409431114549942
https://habrahabr.ru/company/testutor/blog/314234/,0.42139751419260885
https://habrahabr.ru/post/314236/,0.8566885206556605
https://habrahabr.ru/company/regberry/blog/314128/,-0.222687431539625
https://habrahabr.ru/company/polyglot/blog/314248/,-1.2197013012719937
https://geektimes.ru/post/282136/,0.053293627905665386
https://habrahabr.ru/company/eset/blog/314058/,-0.40061710806605866
https://habrahabr.ru/post/314254/,0.1587701417412809
https://geektimes.ru/post/282140/,-0.006551651951002269
https://geektimes.ru/post/282142/,0.3400726748335209
https://geektimes.ru/post/282138/,-0.6343753652149687
